,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
4181,567791389011910656,negative,1.0,Cancelled Flight,1.0,United,,27_POWERS,,0,united airline cancelled flight oc fll flight today switch notice apology done flying unitedairlines,,2015-02-17 13:03:10 -0800,"Costa Mesa, CA",Pacific Time (US & Canada)
8821,567817897893982208,negative,0.6491,Can't Tell,0.3394,Delta,,luisauraalvarez,,0,jetblue whose performing,,2015-02-17 14:48:31 -0800,❤,Eastern Time (US & Canada)
8625,568101162672500736,negative,0.6591,Can't Tell,0.3523,Delta,,eldridgechm,,0,jetblue last week bought plane ticket round trip fl amp fun look price today went nothappy,"[41.71826065, -72.68689133]",2015-02-18 09:34:06 -0800,,
11358,568173151798108161,negative,0.7012,Cancelled Flight,0.3582,US Airways,,RayAllStar28,,0,usairways understandable issue creating new flight without personnel changed plan accommodate,,2015-02-18 14:20:10 -0800,"Lawrence, MA",
13853,569701122899775488,negative,0.6533,Bad Flight,0.6533,American,,fuzzygoats,,0,americanair hey aa suggestion note seat map seat electronics box blocking legroom http,,2015-02-22 19:31:46 -0800,Tucson,Arizona
4505,570192105752039427,negative,0.6442,Can't Tell,0.6442,Southwest,,emayteeteej,,0,southwestair darn bought wrong device way switch sure,,2015-02-24 04:02:46 -0800,"Hopatcong, NJ",
11272,568251315220041728,negative,1.0,Late Flight,0.6832,US Airways,,Hannah01486019,,0,usairways sitting minute runway dca gate full early landing late flight flight,,2015-02-18 19:30:45 -0800,"Washington, DC",Eastern Time (US & Canada)
7048,569947514633191424,negative,0.6887,Cancelled Flight,0.3757,Delta,,Austin_C_Lewis,,0,stop jetblue fleet fleek http,"[34.09548421, -81.20955847]",2015-02-23 11:50:51 -0800,"Columbia, SC",Eastern Time (US & Canada)
4230,567765716527771648,negative,1.0,Late Flight,0.6489,United,,jupiterjpr,,0,united flight delayed three hour pilot never showed,,2015-02-17 11:21:10 -0800,,
8814,567826599270416385,neutral,1.0,,,Delta,,brandongutman,,0,jetblue hi upcoming flight west palm hpn,,2015-02-17 15:23:05 -0800,"New York, NY",Eastern Time (US & Canada)
13276,569897733466628097,negative,1.0,Cancelled Flight,0.6972,American,,jongann,,0,americanair agent domestic check mia wtf huge line many people cancelled flightled flight,,2015-02-23 08:33:02 -0800,"iPhone: 38.961334,-77.006119",Eastern Time (US & Canada)
3091,568696518665998336,negative,1.0,Customer Service Issue,0.6808,United,,newyorkwool,,0,united access dial make faster,,2015-02-20 00:59:50 -0800,Birkenhead upon Hudson,Eastern Time (US & Canada)
2726,568931924166574080,negative,1.0,Customer Service Issue,1.0,United,,LJ3000,,0,united sad think important resolve client facing team behaves disgraceful,,2015-02-20 16:35:15 -0800,,Pacific Time (US & Canada)
477,567806467974365184,positive,1.0,,,Virgin America,,HereticPharaoh,,0,virginamerica wifi better seating,,2015-02-17 14:03:05 -0800,"Jersey City, New Jersey ",Eastern Time (US & Canada)
1329,569824565091823616,positive,1.0,,,United,,TravlnKB,,0,united ewr agent barbara fabulous example cust serv pleasure talking http,,2015-02-23 03:42:17 -0800,East Coast,Quito
2283,569276854458310658,positive,0.6533,,0.0,United,,WendyJaccard,,0,united yes must fixed broken ramp thanks,,2015-02-21 15:25:53 -0800,"Virginia/Metro Washington, DC",Eastern Time (US & Canada)
3732,568165339290169344,negative,1.0,Lost Luggage,1.0,United,,caitieamanda,,0,united midland could get bag connect intl flight sydney get em la amp check em,,2015-02-18 13:49:07 -0800,"Brisbane, Australiaaa!",Brisbane
14123,569664087740715008,negative,1.0,Late Flight,0.3706,American,,RalphPearce3,,0,americanair unfriendly unhelpful agent unannounced gate change delayed flight found word mouth,,2015-02-22 17:04:37 -0800,,Pacific Time (US & Canada)
13297,569894690566369280,negative,1.0,Customer Service Issue,0.6604,American,,danjambrands,,0,americanair please improve business extra flight reservation process ca book online century hold,,2015-02-23 08:20:57 -0800,,Atlantic Time (Canada)
5873,568531035723603968,positive,0.6607,,,Southwest,,livvyports16,,1,southwestair amp best friend imaginedragons chance could get ticket destinationdragons,,2015-02-19 14:02:16 -0800,,
5557,568894680881963008,positive,1.0,,,Southwest,,erin_christman,,2,southwestair thank much access destinationdragons tonight thetroubadour imaginedragons cry rn ripme,,2015-02-20 14:07:16 -0800,TX | CA,Central Time (US & Canada)
751,570100438487314432,negative,1.0,Flight Attendant Complaints,0.3449,United,,kbleggett,,0,united people getting pretty tired action solving problem plus missing day vacation skiing,,2015-02-23 21:58:31 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
13780,569718484151750656,negative,1.0,Cancelled Flight,0.6753,American,,nickcunningham1,,0,americanair hey cancelled flightled flight ca get someone phone rebook hour wait minimum get service,,2015-02-22 20:40:46 -0800,Washington D.C.,
2300,569271943188209667,negative,1.0,Flight Attendant Complaints,0.6854,United,,luko,,1,united employee almost seem happy delivery terrible customer service,,2015-02-21 15:06:22 -0800,Pittsburgh,Quito
12321,570233809129467905,negative,1.0,Flight Booking Problems,0.7132,American,,jeremyleewhite,,0,americanair flight selected online ticketed would missing connection need help getting dfw iah,"[27.97628758, -82.53727303]",2015-02-24 06:48:29 -0800,,
873,570043574097555456,negative,1.0,Can't Tell,0.6702,United,,mllovelace,,0,united mllovelace baggage fee waived premier member please see http point membership,,2015-02-23 18:12:33 -0800,"San Francisco, CA",Pacific Time (US & Canada)
6620,567754165904887810,negative,1.0,Late Flight,1.0,Southwest,,sahandmirza,,0,southwestair heard apology time gt min hold flying another airport different time delayed,,2015-02-17 10:35:16 -0800,"San Francisco, CA",
8254,568554542897307648,positive,1.0,,,Delta,,dcooode,,0,jetblue exact flight love jetblue really want fly ya little pricey basic mint bos sfo,,2015-02-19 15:35:40 -0800,,
5127,569323555365752833,negative,1.0,Late Flight,0.6327,Southwest,,scoobydoo9749,,0,southwestair still left bwi maybe time suppose fly back austin tuesday moved,"[39.1766101, -76.6700606]",2015-02-21 18:31:27 -0800,"Tallahassee, FL",America/Chicago
9800,569659952681361408,negative,0.6858,Can't Tell,0.3666,US Airways,,jwhill12,,0,usairways americanair word accommodation passenger u arrive charlotte lot tired passenger,,2015-02-22 16:48:11 -0800,Philadelphia,
9534,569888646633017344,negative,1.0,Late Flight,1.0,US Airways,,Tasil2005,,0,usairways going flight phl phx min estimated departure nobody board update,,2015-02-23 07:56:56 -0800,,
4564,570014474993688576,negative,1.0,Cancelled Flight,0.6447,Southwest,,_missjoannalee,,0,southwestair hope flyer get credit sort delay cancelled flightlations shittydeal notimpressed,"[37.6170841, -122.3877223]",2015-02-23 16:16:55 -0800,Canada,Pacific Time (US & Canada)
1545,569669336991969280,neutral,0.3732,,0.0,United,,wfmayo,,0,united plane thoughtful enough ask got prob others also deserved,,2015-02-22 17:25:28 -0800,"Vienna, VA",Eastern Time (US & Canada)
739,570106900970221568,neutral,0.6738,,0.0,United,,fairplay500,,0,united local united number malaysia local united airline kuala lumpur kul,"[0.0, 0.0]",2015-02-23 22:24:11 -0800,Huntsville AL USA,Central Time (US & Canada)
12538,570121689503301632,negative,1.0,Can't Tell,0.3699,American,,ninjamagic17,,0,americanair emxlyy wheel broken got swear,,2015-02-23 23:22:57 -0800,,
2683,568957001658724353,neutral,0.6849,,0.0,United,,MayhemRevived,,1,left dildo plane way get back united,,2015-02-20 18:14:54 -0800,,
11215,568417751854931968,positive,1.0,,,US Airways,,HirasmusBidragi,,0,usairways kudos phone support charlotte gate staff,,2015-02-19 06:32:07 -0800,Scruffyville,
10803,568862320442662912,negative,0.6498,Late Flight,0.3272,US Airways,,CorbettPM,,0,usairways right use shuttle ticket lga bos shuttle flight probably gon na miss,,2015-02-20 11:58:40 -0800,"Boston, MA",
5121,569332442194178049,negative,1.0,Cancelled Flight,1.0,Southwest,,Tom_Fili,,2,southwestair cancelled flightled flight fort lauderdale philly usair flight got philly problem wtf wrong sw usairways,,2015-02-21 19:06:46 -0800,"Havertown, Pa.",Eastern Time (US & Canada)
6984,569965774498095105,neutral,1.0,,,Delta,,geeseNquackers,,0,jetblue hi flew airline australia saw zero kangaroo rectified,,2015-02-23 13:03:24 -0800,Glasgow,
6795,570265811623002112,negative,1.0,Customer Service Issue,1.0,Delta,,heyheyman,,0,jetblue appreciate credit trouble lack personal response trouble,,2015-02-24 08:55:39 -0800,"Boston, MA",Eastern Time (US & Canada)
9731,569690010531680256,negative,0.6609,Late Flight,0.3429999999999999,US Airways,,jrscharf,,0,usairways dinner reservation minute trying get since breakfast onholdwith,,2015-02-22 18:47:37 -0800,,Eastern Time (US & Canada)
7608,569510667612504065,negative,1.0,Late Flight,1.0,Delta,,DrCraigKasper,,0,jetblue flt phx delayed hr circle hr divert upstate ny sitting hr communication horrible,,2015-02-22 06:54:58 -0800,"New York, New York",Eastern Time (US & Canada)
3518,568337096177528832,neutral,0.66,,0.0,United,,TheClayFox,,0,united filled form received sort email confirmation received normal,"[0.0, 0.0]",2015-02-19 01:11:37 -0800,New York City (Silicon Alley),Eastern Time (US & Canada)
7662,569382239131168769,positive,1.0,,,Delta,,katieblanchb,,0,jetblue thank know weather boston great everyone tired,,2015-02-21 22:24:39 -0800,,
2354,569248898071580672,negative,0.6687,Can't Tell,0.3575,United,,jorge_guajardo,,1,united fly americanair normally happen let flyer provide feedback thank,,2015-02-21 13:34:48 -0800,"Washington, DC",Alaska
12360,570219969717219328,positive,0.6864,,,American,,dwjudson,,0,americanair thank responsive twitter truly impressive,,2015-02-24 05:53:29 -0800,"Toronto, Ontario, Canada",Eastern Time (US & Canada)
10157,569518200410546176,negative,1.0,Flight Attendant Complaints,1.0,US Airways,,VikingJim60,,0,usairways foot gate phl ground crew ca make,,2015-02-22 07:24:54 -0800,"Doylestown, PA",Eastern Time (US & Canada)
773,570086399627685888,positive,1.0,,,United,,drewziIIa,,0,united flight gate tell ray somehow made flight iah wait one,,2015-02-23 21:02:44 -0800,,Central Time (US & Canada)
7631,569491537610059776,negative,0.6617,Cancelled Flight,0.6617,Delta,,OverTheEdge55,,0,jetblue nasty boston family driving min pick erie think flight cancelled flighted,,2015-02-22 05:38:57 -0800,,
13474,569854151531859968,negative,0.6774,Lost Luggage,0.6774,American,,derekc21,,0,americanair leave jaipur tomorrow back dehli delhi one night need use ability make magic,,2015-02-23 05:39:51 -0800,"Innisfail, Alberta",Mountain Time (US & Canada)
5200,569260462606569473,neutral,1.0,,,Southwest,,jvancequ,,0,southwestair like see change flight plz help thx,,2015-02-21 14:20:45 -0800,,
11570,567926839630557184,negative,1.0,Customer Service Issue,1.0,US Airways,,reallylongdrive,,0,usairways worst experience ever unable help phone told last min cabin crew unavailable flight never usairways,,2015-02-17 22:01:24 -0800,,Eastern Time (US & Canada)
641,570232726206312448,neutral,1.0,,,United,,TaylorGravett,,0,united please good weekend,,2015-02-24 06:44:10 -0800,Kansas,Central Time (US & Canada)
9841,569645701291843584,negative,1.0,Late Flight,0.3487,US Airways,,Mwoodshop,,0,usairways sitting gate flight hour due sabre backup plan place sabre fixed,,2015-02-22 15:51:33 -0800,Jerz,Eastern Time (US & Canada)
8761,567868027376517121,neutral,1.0,,,Delta,,PaulRivera88,,0,jetblue yep tomorrow,,2015-02-17 18:07:42 -0800,,Eastern Time (US & Canada)
8528,568189945308786688,neutral,1.0,,,Delta,,LindseyKelk,,0,jetblue hi possible upgrade mint seat already booked ticket thanks,,2015-02-18 15:26:54 -0800,New York & LA,Eastern Time (US & Canada)
3203,568598412544704512,neutral,1.0,,,United,,mom23185,,0,united want book fare mile flight option pay flight mile ump visa thanks,,2015-02-19 18:30:00 -0800,,
7288,569686510108344320,negative,1.0,Customer Service Issue,0.6568,Delta,,leighericam,,0,jetblue aka take stuff checked bag carry extra weight someone shoulder surgery,,2015-02-22 18:33:42 -0800,NYC | NOLA  ,
4309,567713896627470336,negative,1.0,Flight Attendant Complaints,1.0,United,,rachaeldoyle21,,0,united broken entertainment system hour nyc flight terrible cabin crew service online complaint form wo work hopeless,,2015-02-17 07:55:15 -0800,"Portsmouth, UK",
5204,569259613041897473,negative,0.6526,Flight Booking Problems,0.6526,Southwest,,duhhhLilah,,0,southwestair ca reschedule flight online,,2015-02-21 14:17:22 -0800,New Orleans,Central Time (US & Canada)
6249,568096554638159872,negative,0.6667,Customer Service Issue,0.6667,Southwest,,MFarrell21,,0,southwestair understand much often seems like quick request desk take question asked,,2015-02-18 09:15:48 -0800,"Cleveland, Ohio",Eastern Time (US & Canada)
865,570045712211288064,negative,0.6644,Flight Booking Problems,0.3437,United,,TravelShopVT,,0,united ticket please refund unnecessary upgrade fee,,2015-02-23 18:21:03 -0800,,Eastern Time (US & Canada)
5516,568929490929377281,neutral,1.0,,,Southwest,,TheRealMzMack,,0,southwestair rndtrp rt djimpact trying make travel reservation vega may late flight,,2015-02-20 16:25:35 -0800,Where You Wanna Be,Central Time (US & Canada)
10536,569217342380445696,negative,1.0,Lost Luggage,1.0,US Airways,,RaulFNYC,,0,usairways americanair bag so itis lost hour poorcustumerservice,,2015-02-21 11:29:24 -0800,GLOBAL CITIZEN,Atlantic Time (Canada)
14007,569678349846450177,neutral,1.0,,,American,,curtis_mount,,0,americanair kid aged need fly aa internally within usa thanks confirming,,2015-02-22 18:01:17 -0800,,
9808,569656884262793216,neutral,0.657,,0.0,US Airways,,alexdfletcher,,0,usairways cancelled flightled last part ticket confused email received whether value remains someone ask,,2015-02-22 16:35:59 -0800,,Eastern Time (US & Canada)
6923,570016801192456192,neutral,1.0,,,Delta,,RogerSaintange,,0,jetblue guy flying froward bahamas,,2015-02-23 16:26:10 -0800,,Pacific Time (US & Canada)
14475,569609887388270592,negative,1.0,Flight Booking Problems,0.363,American,,PredsFran,,0,americanair changed flight bna ahead weather slammed cost diff weather advisory really,,2015-02-22 13:29:14 -0800,Tennessee,Central Time (US & Canada)
10122,569528768148041728,negative,1.0,Cancelled Flight,1.0,US Airways,,mrsrmc,,0,usairways chance u help family rebook flight cancelled flightled,,2015-02-22 08:06:54 -0800,,
10804,568862015575461889,negative,1.0,Customer Service Issue,1.0,US Airways,,JustCurious1971,,0,usairways need get human fastest way achieve get computer,,2015-02-20 11:57:28 -0800,,
9843,569644694759714816,neutral,1.0,,,US Airways,,mattsmith1868,,0,usairways get beer please flight,,2015-02-22 15:47:33 -0800,SC,
962,569988762085806081,negative,1.0,Customer Service Issue,0.6737,United,,mironovich,,0,united response back,,2015-02-23 14:34:45 -0800,"Morristown, nj",Eastern Time (US & Canada)
10671,568994886336307200,negative,1.0,Customer Service Issue,0.6419,US Airways,,misskiayona,,0,usairways refuse compensate passenger inconvenienced would even rebook another airline disappointed,,2015-02-20 20:45:26 -0800,,
10845,568826070897717250,negative,1.0,Lost Luggage,0.3535,US Airways,,tannapistolis,,0,usairways staff lax really messed one failing scan suitcase tag,,2015-02-20 09:34:38 -0800,,Eastern Time (US & Canada)
9857,569638381375909889,negative,1.0,Can't Tell,0.6635,US Airways,,aj1powers,,1,usairways contact awful experience usairways flight,,2015-02-22 15:22:28 -0800,,Eastern Time (US & Canada)
14018,569676866824642561,negative,1.0,Can't Tell,0.3487,American,,agoldenbrown,,0,americanair issue based weather thing control issue based negligence,,2015-02-22 17:55:23 -0800,NYCATL,Eastern Time (US & Canada)
10234,569470776576880640,negative,1.0,Customer Service Issue,1.0,US Airways,,Kerberos_XSN,,0,usairways jtrexsocial fell asleep call placed midght guess still hold,,2015-02-22 04:16:28 -0800,,Atlantic Time (Canada)
7974,568914888728449025,negative,0.6703,Late Flight,0.6703,Delta,,barrystanbridge,,0,jetblue long day arrived london morning,"[40.64529157, -73.7761025]",2015-02-20 15:27:34 -0800,Leighton Buzzard,
